A,B,C,D,E,F,G,H,I,J,K,L,WC,we,negate,compare,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,certain,health,achieve,reward,risk,work,leisure,home,death,swear,netspeak
SPGlobal,2020-04-09 14:45:13,1248260684959363080,From @SPGMarketIntel:  Measuring sentiments during the #coronavirus #COVID19 outbreak: https://t.co/lNqnTOc5qn https://t.co/0B0e692H7a,From @SPGMarketIntel:  Measuring sentiments during the #coronavirus #COVID19 outbreak: https://t.co/lNqnTOc5qn https://t.co/0B0e692H7a,,,1,1,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-09 21:30:17,1248362624577867777,From @SPGlobalPlatts: China to soon release NEV development plan for 2021-2035: https://t.co/bVgXwkz2tT https://t.co/3WHeuxjwKE,From @SPGlobalPlatts: China to soon release NEV development plan for 2021-2035: https://t.co/bVgXwkz2tT https://t.co/3WHeuxjwKE,,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-04-10 15:00:16,1248626859627220992,"How does India's downgraded growth outlook compare to previous downturns and policy responses? Prachi Mishra, $GS R… https://t.co/mokFo2lzaM","How does India's downgraded growth outlook compare to previous downturns and policy responses? Prachi Mishra, $GS R… https://t.co/mokFo2lzaM",,,4,26,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-10 16:00:57,1248642131553648640,From @SPGMarketIntel: Understand solar power by the numbers. Check out the infographic:  https://t.co/ExBdB3oYuT… https://t.co/iUvFVCct55,From @SPGMarketIntel: Understand solar power by the numbers. Check out the infographic:  https://t.co/ExBdB3oYuT… https://t.co/iUvFVCct55,,,1,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-10 19:45:08,1248698549077979136,From @SPGlobalPlatts: Latin America continues to adjust to #coronavirus #COVID19 fallout: https://t.co/bYJn0x3wLr… https://t.co/9eVTfqZCL4,From @SPGlobalPlatts: Latin America continues to adjust to #coronavirus #COVID19 fallout: https://t.co/bYJn0x3wLr… https://t.co/9eVTfqZCL4,,,0,2,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-13 16:30:27,1249736720540733444,"From @SPDJIndices: The Mexican peso: liquid, volatile, but can we hedge? https://t.co/iwdX27pRRV https://t.co/0J9EQGNOxf","From @SPDJIndices: The Mexican peso: liquid, volatile, but can we hedge? https://t.co/iwdX27pRRV https://t.co/0J9EQGNOxf",,,0,1,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-13 18:00:26,1249759362610061312,"From @SPGMarketIntel: In the latest ""Food in Focus,"" March consumer prices rise, but #coronavirus #COVID19 dings da… https://t.co/Yj24eWfyWw","From @SPGMarketIntel: In the latest ""Food in Focus,"" March consumer prices rise, but #coronavirus #COVID19 dings da… https://t.co/Yj24eWfyWw",,,1,1,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-14 16:30:31,1250099125653254145,From @SPGMarketIntel: Alpha Factor Library (AFL) style analysis during periods of duress: https://t.co/W3JyjoWPX2 https://t.co/uEEAlEGB5f,From @SPGMarketIntel: Alpha Factor Library (AFL) style analysis during periods of duress: https://t.co/W3JyjoWPX2 https://t.co/uEEAlEGB5f,,,1,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
salesforce,2020-04-15 03:45:48,1250269063940468738,Vancouver's @ThriveHealthApp and @tractionsm launched an open-source app for COVID-19 health workers to track perso… https://t.co/Slzw99NvJv,Vancouver's @ThriveHealthApp and @tractionsm launched an open-source app for COVID-19 health workers to track perso… https://t.co/Slzw99NvJv,,,9,33,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-15 20:20:09,1250519299040710658,From @SPGlobalPlatts: China's electric vehicle sales sink in face of #coronavirus #COVID19: https://t.co/oprBx21j4N… https://t.co/Ulxy0kzMtk,From @SPGlobalPlatts: China's electric vehicle sales sink in face of #coronavirus #COVID19: https://t.co/oprBx21j4N… https://t.co/Ulxy0kzMtk,,,1,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-16 20:00:25,1250876720732930051,From @SPGMarketIntel: March US sales post record decline; 4 retailers go bankrupt: https://t.co/d42wlTGHql https://t.co/PXtABo7DrF,From @SPGMarketIntel: March US sales post record decline; 4 retailers go bankrupt: https://t.co/d42wlTGHql https://t.co/PXtABo7DrF,,,0,0,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-21 15:34:00,1252621616699375618,🎧U.S. #oil futures closed April 20 at -$37.63/b. ⏯️@SPGlobalPlatts Global Dir. of Analytics Chris Midgley explains… https://t.co/wBsULscLab,🎧U.S. #oil futures closed April 20 at -$37.63/b. ⏯️@SPGlobalPlatts Global Dir. of Analytics Chris Midgley explains… https://t.co/wBsULscLab,,,1,7,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-21 15:45:16,1252624451348443136,From @SPGlobalPlatts: Asia may draw lessons from Singapore's swift move on hydrogen: https://t.co/Lh1sQflarF https://t.co/FlnwxhS8ZJ,From @SPGlobalPlatts: Asia may draw lessons from Singapore's swift move on hydrogen: https://t.co/Lh1sQflarF https://t.co/FlnwxhS8ZJ,,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-21 20:45:12,1252699930323492866,From @SPGlobalPlatts: Concerted effort needed 'to maintain Europe's electrolysis lead:' https://t.co/03wDADqk9o #ESG https://t.co/IfN9sktUYG,From @SPGlobalPlatts: Concerted effort needed 'to maintain Europe's electrolysis lead:' https://t.co/03wDADqk9o #ESG https://t.co/IfN9sktUYG,,,0,2,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,4.55,0.0,0.0,0.0,9.09
Nasdaq,2020-04-22 11:23:05,1252920858714218496,"Nasdaq announced first quarter 2020 results today.

Read the full report here: https://t.co/ba7dHWIDfx https://t.co/rFNZD2BdUI","Nasdaq announced first quarter 2020 results today.

Read the full report here: https://t.co/ba7dHWIDfx https://t.co/rFNZD2BdUI",,,7,19,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
Nasdaq,2020-04-22 21:58:40,1253080808329490432,We’ll just leave this here… #IfTwitterBecameFacebook https://t.co/iOgGCz4CeF,We’ll just leave this here… #IfTwitterBecameFacebook https://t.co/iOgGCz4CeF,,,21,56,,en,,11,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-04-22 23:00:09,1253096281100161025,Why have negative oil prices emerged? Jeff Currie of $GS Research explains: https://t.co/HuSjUr2ua5 https://t.co/mceMgP9kCy,Why have negative oil prices emerged? Jeff Currie of $GS Research explains: https://t.co/HuSjUr2ua5 https://t.co/mceMgP9kCy,,,10,19,,en,,22,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-04-24 14:00:08,1253685159372734464,Jeff Currie of $GS Research provides an update on oil market volatility: https://t.co/McTkWEG2JK https://t.co/RVKPOml6rc,Jeff Currie of $GS Research provides an update on oil market volatility: https://t.co/McTkWEG2JK https://t.co/RVKPOml6rc,,,3,7,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-04-24 15:30:08,1253707807049867265,"The latest in oil markets, from Sarah Kiernan of $GS Global Markets: https://t.co/yPJ8QDoAOM https://t.co/LvIb83TJek","The latest in oil markets, from Sarah Kiernan of $GS Global Markets: https://t.co/yPJ8QDoAOM https://t.co/LvIb83TJek",,,2,14,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-25 14:00:31,1254047641442439169,From @SPGlobalRatings: How the @federalreserve changed the US corporate funding landscape: https://t.co/0SqtLt8eFq https://t.co/fmq5yOVsoZ,From @SPGlobalRatings: How the @federalreserve changed the US corporate funding landscape: https://t.co/0SqtLt8eFq https://t.co/fmq5yOVsoZ,,,2,2,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-25 16:00:18,1254077786693816320,From @SPGlobalRatings: The 2020 default tally jumps to 57 after six defaults: https://t.co/eMoEOWnYhF https://t.co/y0aiK5fBoD,From @SPGlobalRatings: The 2020 default tally jumps to 57 after six defaults: https://t.co/eMoEOWnYhF https://t.co/y0aiK5fBoD,,,4,4,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-04-25 17:00:09,1254092845901905920,Why have negative oil prices emerged? Jeff Currie of $GS Research explains: https://t.co/tzk939YXGf https://t.co/bRrlpuwAIX,Why have negative oil prices emerged? Jeff Currie of $GS Research explains: https://t.co/tzk939YXGf https://t.co/bRrlpuwAIX,,,6,27,,en,,22,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-27 20:15:08,1254866693102411779,"From @SPGlobalPlatts: Equatorial Guinea to delay oil, gas projects over #OilPrice collapse: https://t.co/i7b7bM0bTa… https://t.co/a0CQzuefi0","From @SPGlobalPlatts: Equatorial Guinea to delay oil, gas projects over #OilPrice collapse: https://t.co/i7b7bM0bTa… https://t.co/a0CQzuefi0",,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-28 14:45:13,1255146056360161284,From @SPGMarketIntel: International players behind 91% of OTT video subscriptions in Spain: https://t.co/JCZn3ZYThi https://t.co/Dmm84QFise,From @SPGMarketIntel: International players behind 91% of OTT video subscriptions in Spain: https://t.co/JCZn3ZYThi https://t.co/Dmm84QFise,,,0,1,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,9.09
GoldmanSachs,2020-04-29 21:00:08,1255602793739624453,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/Q7ylquiVxr https://t.co/rIMBLnZC18,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/Q7ylquiVxr https://t.co/rIMBLnZC18,,,5,9,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-30 14:00:32,1255859583156969474,From @SPGMarketIntel: Colombian banks holding back on SME lending despite state guarantees: https://t.co/xkUxhWPDC8 https://t.co/1SZtObXsfb,From @SPGMarketIntel: Colombian banks holding back on SME lending despite state guarantees: https://t.co/xkUxhWPDC8 https://t.co/1SZtObXsfb,,,1,1,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-04-30 14:30:13,1255867054680428546,From @SPDJIndices: Keeping the pulse of the Mexican insurance market: https://t.co/4KnXN8CHA7 https://t.co/AIszXdiJ9E,From @SPDJIndices: Keeping the pulse of the Mexican insurance market: https://t.co/4KnXN8CHA7 https://t.co/AIszXdiJ9E,,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-04-30 21:30:08,1255972731641880581,Jeff Currie of $GS Research provides an update on oil market volatility: https://t.co/rJ0SJR1kEX https://t.co/BBYPcUoFkG,Jeff Currie of $GS Research provides an update on oil market volatility: https://t.co/rJ0SJR1kEX https://t.co/BBYPcUoFkG,,,3,12,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-01 16:00:42,1256252215083352070,From @SPGlobalPlatts: Involuntary non-OPEC output cuts should not be underestimated: https://t.co/UHzZD1SMJQ #OOTT https://t.co/pqPL9zgh36,From @SPGlobalPlatts: Involuntary non-OPEC output cuts should not be underestimated: https://t.co/UHzZD1SMJQ #OOTT https://t.co/pqPL9zgh36,,,2,0,,en,,22,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-02 19:00:08,1256659757013794822,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/uuTkppgn0A https://t.co/ugdPRoFC8T,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/uuTkppgn0A https://t.co/ugdPRoFC8T,,,3,16,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-03 18:00:09,1257007049264807938,Jeff Currie of $GS Research provides an update on oil market volatility: https://t.co/o6WDChHUmd https://t.co/yVDhqzN4hF,Jeff Currie of $GS Research provides an update on oil market volatility: https://t.co/o6WDChHUmd https://t.co/yVDhqzN4hF,,,5,18,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-04 14:15:14,1257312835287175174,"From @SPGlobalPlatts: US power load changes as #coronavirus #COVID19 stay-home orders expire, businesses begin to r… https://t.co/twtz3U32LJ","From @SPGlobalPlatts: US power load changes as #coronavirus #COVID19 stay-home orders expire, businesses begin to r… https://t.co/twtz3U32LJ",,,0,2,,en,,22,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,9.09
SPGlobal,2020-05-04 15:45:12,1257335476769435650,"🎧 From @SPGMarketIntel: #Coronavirus #COVID19 bailout already towers over TARP, with more to come, in the latest ep… https://t.co/EGhlZfSxDL","🎧 From @SPGMarketIntel: #Coronavirus #COVID19 bailout already towers over TARP, with more to come, in the latest ep… https://t.co/EGhlZfSxDL",,,2,2,,en,,22,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,9.09
SPGlobal,2020-05-04 19:15:12,1257388324286869505,From @SPGlobalPlatts: Involuntary non-OPEC output cuts should not be underestimated: https://t.co/DWfIu7Witb #OOTT https://t.co/L5YinUUDof,From @SPGlobalPlatts: Involuntary non-OPEC output cuts should not be underestimated: https://t.co/DWfIu7Witb #OOTT https://t.co/L5YinUUDof,,,0,0,,en,,22,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-04 21:00:08,1257414733495402497,Why have negative oil prices emerged? Jeff Currie of $GS Research explains: https://t.co/pK2Z39rlj4 https://t.co/XAJHvRMko4,Why have negative oil prices emerged? Jeff Currie of $GS Research explains: https://t.co/pK2Z39rlj4 https://t.co/XAJHvRMko4,,,5,14,,en,,22,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-05 13:30:07,1257663869461368832,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/yb2LqatCtB https://t.co/O5AveZugMa,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/yb2LqatCtB https://t.co/O5AveZugMa,,,2,9,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-05 16:15:21,1257705450491043841,From @SPGlobalPlatts: Lots of talk for little action in big Texas: https://t.co/hnB9xNyeWI #OOTT https://t.co/P52MmPZJ9d,From @SPGlobalPlatts: Lots of talk for little action in big Texas: https://t.co/hnB9xNyeWI #OOTT https://t.co/P52MmPZJ9d,,,0,3,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-06 16:01:03,1258064243007672324,From @SPGlobalPlatts: Oil product stockpiles climb to highest level on record: https://t.co/Ikv1OiSQCY #OOTT https://t.co/DOgnK0WMLp,From @SPGlobalPlatts: Oil product stockpiles climb to highest level on record: https://t.co/Ikv1OiSQCY #OOTT https://t.co/DOgnK0WMLp,,,1,1,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-06 22:20:04,1258159625007960064,From @SPGlobalRatings: #Coronavirus #COVID19 will further slow demand for heavy trucks: https://t.co/3rVKqi52Bw https://t.co/iqtuwyOaU4,From @SPGlobalRatings: #Coronavirus #COVID19 will further slow demand for heavy trucks: https://t.co/3rVKqi52Bw https://t.co/iqtuwyOaU4,,,0,1,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-08 15:00:09,1258773691460210688,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/W1Xrx6R8Df https://t.co/sRt29fBEgS,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/W1Xrx6R8Df https://t.co/sRt29fBEgS,,,6,15,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-11 17:00:08,1259891048995860480,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/UGnh3sVOOR https://t.co/qiq5eYe7WD,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/UGnh3sVOOR https://t.co/qiq5eYe7WD,,,2,17,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-11 18:30:08,1259913698669481991,From @SPGlobalRatings: @jcrew And @VirginAustralia help push the 2020 corporate default tally to 66 amid economic u… https://t.co/S38y4knqZm,From @SPGlobalRatings: @jcrew And @VirginAustralia help push the 2020 corporate default tally to 66 amid economic u… https://t.co/S38y4knqZm,,,1,1,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
Nasdaq,2020-05-12 18:40:51,1260278781526380549,"Today at 4:30 PM ET: @Nasdaq CEO @adenatfriedman joins #LeadershipLive with David Rubenstein on @BloombergTV. 

Wat… https://t.co/faNv0kbkNf","Today at 4:30 PM ET: @Nasdaq CEO @adenatfriedman joins #LeadershipLive with David Rubenstein on @BloombergTV. 

Wat… https://t.co/faNv0kbkNf",,,4,8,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-13 00:58:37,1260373852699459594,How are small businesses surviving? $GS' Asahi Pompey talks with three entrepreneurs: https://t.co/SdGQiE4IQ6 https://t.co/rhXye0WWTY,How are small businesses surviving? $GS' Asahi Pompey talks with three entrepreneurs: https://t.co/SdGQiE4IQ6 https://t.co/rhXye0WWTY,,,5,11,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-13 19:20:06,1260651048894525440,From @SPGlobalRatings: US and China kick trade deal can down the road: https://t.co/x6k7QdRbwg https://t.co/F30uY3cKzO,From @SPGlobalRatings: US and China kick trade deal can down the road: https://t.co/x6k7QdRbwg https://t.co/F30uY3cKzO,,,0,2,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-14 20:00:09,1261023517778350080,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/0JVYEPMrpc https://t.co/y8dTTCqBC8,$GS CFO Stephen Scherr provides his perspectives on the current economic environment: https://t.co/0JVYEPMrpc https://t.co/y8dTTCqBC8,,,3,9,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
SPGlobal,2020-05-15 20:00:33,1261386004876804098,From @SPGlobalPlatts: @IEA sees tentative signs of faster oil market rebalancing: https://t.co/La7X6wtT2I #OOTT https://t.co/cYuBhryfzT,From @SPGlobalPlatts: @IEA sees tentative signs of faster oil market rebalancing: https://t.co/La7X6wtT2I #OOTT https://t.co/cYuBhryfzT,,,2,1,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-16 00:00:16,1261446332608282624,How are small businesses surviving? $GS' Asahi Pompey talks with three #entrepreneurs: https://t.co/zBNhcbUUlm https://t.co/TqEA9NdqK8,How are small businesses surviving? $GS' Asahi Pompey talks with three #entrepreneurs: https://t.co/zBNhcbUUlm https://t.co/TqEA9NdqK8,,,10,19,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-16 15:00:11,1261672801053937664,What’s next for investing in ESG? John Goldstein of $GS weighs in: https://t.co/G4NXVBAaWV https://t.co/YKom19EpRf,What’s next for investing in ESG? John Goldstein of $GS weighs in: https://t.co/G4NXVBAaWV https://t.co/YKom19EpRf,,,3,14,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09
Cognizant,2020-05-17 16:00:00,1262050243454971907,A game-changing app platform could proactively predict where infectious disease is likely to strike — advancing res… https://t.co/Jvp82l0qYC,A game-changing app platform could proactively predict where infectious disease is likely to strike — advancing res… https://t.co/Jvp82l0qYC,,,1,25,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,4.55,4.55,0.0,0.0,4.55,0.0,0.0,0.0,9.09
GoldmanSachs,2020-05-18 16:00:19,1262412709414555648,How are small businesses surviving? $GS' Asahi Pompey talks with three entrepreneurs: https://t.co/wnYFH9Jhzp https://t.co/zJq0MS6CH4,How are small businesses surviving? $GS' Asahi Pompey talks with three entrepreneurs: https://t.co/wnYFH9Jhzp https://t.co/zJq0MS6CH4,,,2,8,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09
